All_num_layers,Classifier_hidden,Classifier_num_layers,GPR,HCHA_symdegnorm,HNHN_alpha,HNHN_beta,HNHN_nonlinear_inbetween,HyperGCN_fast,HyperGCN_mediators,LearnMask,MLP_hidden,MLP_num_layers,PMA,T,UniGNN_degE,UniGNN_degV,UniGNN_use_norm,acc_drop%,add_self_loop,adv_test,adv_train,adv_val,aggregate,alpha,attack,beta,clean_test,clean_train,clean_val,cuda,dataset,deepset_input_norm,deg_shift_l1,deg_shift_l2,deg_shift_linf,display_step,dname,dropout,edge_card_shift_l1,edge_card_shift_l2,edge_card_shift_linf,embedding_shift,epochs,epsilon,eta_H,eta_X,exclude_self,exec_time,feature_noise,gamma,h_l0,heads,laplacian_norm,lr,method,model,normalization,normtype,num_classes,num_edges,num_edges_perturbed,num_epochs_sur,num_features,num_vertices,output_heads,patience,perturb_prop,perturb_type,ptb_rate,runs,seed,semantic_change,train_prop,valid_prop,wd,x_linf
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.8355387523629485,True,0.7592319054652881,0.9630723781388479,0.7710487444608568,mean,0.0,mla,1.0,0.7813884785819794,0.9638109305760709,0.7902511078286559,0,co-cora,True,225.02525329589844,10.713358879089355,1.3825130462646484,-1,cora,0.5,227.01075744628906,14.32287883758545,2.3992013931274414,58.17277145385742,1000,0.0,0.01,0.01,False,86.51153707504272,0.0,1.0,857,1,4.748741149902344,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.573529411764706,True,0.7828655834564254,0.9630723781388479,0.7680945347119646,mean,0.0,mla,1.0,0.8035450516986706,0.9638109305760709,0.7813884785819794,0,co-cora,True,228.94195556640625,10.813263893127441,2.2699995040893555,-1,cora,0.5,228.4087371826172,14.576525688171387,2.7412843704223633,50.02425765991211,1000,0.0,0.01,0.01,False,86.3058078289032,0.0,1.0,983,1,4.774733066558838,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,-0.7561436672967824,True,0.7872968980797637,0.9579025110782866,0.775480059084195,mean,1.0,mla,0.0,0.7813884785819794,0.9638109305760709,0.7902511078286559,1,co-cora,True,369.2572021484375,203.0973663330078,195.6531982421875,-1,cora,0.5,371.1893310546875,16.601654052734375,1.9575576782226562,61.42942428588867,1000,0.0,0.01,0.01,False,37.827922105789185,0.0,1.0,789,1,3.033064126968384,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.8903591682419703,True,0.7666174298375185,0.9564254062038405,0.757754800590842,mean,0.0,mla,0.0,0.7813884785819794,0.9638109305760709,0.7902511078286559,2,co-cora,True,562.8572998046875,206.07131958007812,205.39993286132812,-1,cora,0.5,562.8839111328125,21.32636260986328,2.4971423149108887,103.08605194091797,1000,0.0,0.01,0.01,False,37.92638111114502,0.0,1.0,1174,1,4.450902938842773,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.735294117647055,True,0.7976366322008863,0.9608567208271788,0.7843426883308715,mean,1.0,mla,0.0,0.8035450516986706,0.9638109305760709,0.7813884785819794,1,co-cora,True,522.3189086914062,374.34722900390625,374.2068176269531,-1,cora,0.5,522.31884765625,18.51384162902832,1.5110077857971191,60.88148498535156,1000,0.0,0.01,0.01,False,37.99569654464722,0.0,1.0,1069,1,3.413482427597046,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.7573529411764697,True,0.7813884785819794,0.9579025110782866,0.7533234859675038,mean,0.0,mla,0.0,0.8035450516986706,0.9638109305760709,0.7813884785819794,2,co-cora,True,587.679443359375,227.98873901367188,227.38343811035156,-1,cora,0.5,587.679443359375,21.956281661987305,2.458146572113037,90.7890853881836,1000,0.0,0.01,0.01,False,37.91169714927673,0.0,1.0,1219,1,4.5053791999816895,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.9011406844106504,True,0.7621861152141802,0.9534711964549484,0.7887740029542099,mean,0.0,mla,1.0,0.7769571639586411,0.9549483013293945,0.7976366322008863,0,co-cora,True,236.4556427001953,10.983807563781738,2.189999580383301,-1,cora,0.5,236.93524169921875,14.729632377624512,2.4555788040161133,63.244468688964844,1000,0.0,0.01,0.01,False,37.690767765045166,0.0,1.0,943,1,4.982990264892578,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.0,True,0.7769571639586411,0.9497784342688331,0.7887740029542099,mean,1.0,mla,0.0,0.7769571639586411,0.9549483013293945,0.7976366322008863,1,co-cora,True,497.3577575683594,363.5263366699219,363.40753173828125,-1,cora,0.5,495.4776916503906,17.89994239807129,2.014089584350586,60.017364501953125,1000,0.0,0.01,0.01,False,37.60286855697632,0.0,1.0,1030,1,3.234173536300659,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,3.231939163498096,True,0.7518463810930577,0.9490398818316101,0.7695716395864107,mean,0.0,mla,0.0,0.7769571639586411,0.9549483013293945,0.7976366322008863,2,co-cora,True,559.0950317382812,198.47352600097656,197.81398010253906,-1,cora,0.5,559.0950317382812,21.049026489257812,1.9944472312927246,98.23919677734375,1000,0.0,0.01,0.01,False,37.9612181186676,0.0,1.0,1156,1,4.532539367675781,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.862197392923654,True,0.7784342688330872,0.9549483013293945,0.7710487444608568,mean,1.0,mla,0.0,0.7932053175775481,0.9593796159527327,0.775480059084195,1,co-cora,True,413.5289611816406,289.9654846191406,289.8332214355469,-1,cora,0.5,415.2823181152344,16.230192184448242,1.7409820556640625,50.225975036621094,1000,0.0,0.01,0.01,False,37.28437852859497,0.0,1.0,870,1,3.195112466812134,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,14,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,3.538175046554944,True,0.7651403249630724,0.9542097488921714,0.7429837518463811,mean,0.0,mla,1.0,0.7932053175775481,0.9593796159527327,0.775480059084195,0,co-cora,True,227.19876098632812,10.833473205566406,2.289999485015869,-1,cora,0.5,228.67007446289062,15.241117477416992,2.7216796875,61.13139724731445,1000,0.0,0.01,0.01,False,37.44490456581116,0.0,1.0,924,1,4.8004255294799805,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,14,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,3.538175046554944,True,0.7651403249630724,0.9519940915805023,0.7459379615952734,mean,0.0,mla,0.0,0.7932053175775481,0.9593796159527327,0.775480059084195,2,co-cora,True,571.1045532226562,215.0982208251953,214.46994018554688,-1,cora,0.5,571.1044921875,21.815397262573242,2.4452877044677734,96.4976806640625,1000,0.0,0.01,0.01,False,37.898452281951904,0.0,1.0,1190,1,4.431959629058838,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,14,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.1152416356877404,True,0.7858197932053176,0.9519940915805023,0.8005908419497785,mean,1.0,mla,0.0,0.7946824224519942,0.9593796159527327,0.8050221565731167,1,co-cora,True,463.14007568359375,328.6890563964844,328.54351806640625,-1,cora,0.5,463.1400146484375,17.45475959777832,1.4971990585327148,58.351749420166016,1000,0.0,0.01,0.01,False,37.386926889419556,0.0,1.0,955,1,3.1481094360351562,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,15,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.929368029739786,True,0.7872968980797637,0.9586410635155097,0.791728212703102,mean,0.0,mla,1.0,0.7946824224519942,0.9593796159527327,0.8050221565731167,0,co-cora,True,244.05747985839844,11.172653198242188,1.9699993133544922,-1,cora,0.5,244.1374053955078,16.004817962646484,3.247518539428711,54.70157241821289,1000,0.0,0.01,0.01,False,37.509082078933716,0.0,1.0,987,1,5.038832187652588,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,15,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,8.178438661710036,True,0.7296898079763664,0.9446085672082718,0.7784342688330872,mean,0.0,mla,0.0,0.7946824224519942,0.9593796159527327,0.8050221565731167,2,co-cora,True,584.3969116210938,227.97332763671875,227.36354064941406,-1,cora,0.5,583.4568481445312,22.174165725708008,2.014270782470703,99.6172103881836,1000,0.0,0.01,0.01,False,38.079248905181885,0.0,1.0,1220,1,4.533215522766113,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,15,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,-0.7561436672967824,True,0.7872968980797637,0.9593796159527327,0.7799113737075333,mean,1.0,mla,1.0,0.7813884785819794,0.9638109305760709,0.7902511078286559,0,co-cora,True,233.85743713378906,93.31285858154297,72.60997772216797,-1,cora,0.5,235.78952026367188,12.32175064086914,1.5102081298828125,58.02199935913086,1000,0.0,0.01,0.01,False,37.763673305511475,0.0,1.0,572,1,2.6918413639068604,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.1029411764705823,True,0.7946824224519942,0.9623338257016248,0.7799113737075333,mean,1.0,mla,1.0,0.8035450516986706,0.9638109305760709,0.7813884785819794,0,co-cora,True,218.4788818359375,115.21971130371094,114.92340850830078,-1,cora,0.5,218.4788818359375,11.295230865478516,1.5110077857971191,52.147220611572266,1000,0.0,0.01,0.01,False,37.805771589279175,0.0,1.0,541,1,2.768423557281494,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,-0.19011406844106363,True,0.7784342688330872,0.9497784342688331,0.791728212703102,mean,1.0,mla,1.0,0.7769571639586411,0.9549483013293945,0.7976366322008863,0,co-cora,True,218.1644287109375,118.8111343383789,118.55355834960938,-1,cora,0.5,218.76443481445312,11.292130470275879,1.9140896797180176,49.566951751708984,1000,0.0,0.01,0.01,False,37.71134281158447,0.0,1.0,553,1,2.7463676929473877,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.489757914338926,True,0.7813884785819794,0.9579025110782866,0.7695716395864107,mean,1.0,mla,1.0,0.7932053175775481,0.9593796159527327,0.775480059084195,0,co-cora,True,205.13961791992188,116.09634399414062,115.86995697021484,-1,cora,0.5,204.13299560546875,10.650181770324707,1.5200488567352295,40.42794418334961,1000,0.0,0.01,0.01,False,37.808215379714966,0.0,1.0,510,1,2.6355745792388916,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,14,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.486988847583649,True,0.7828655834564254,0.9512555391432792,0.8035450516986706,mean,1.0,mla,1.0,0.7946824224519942,0.9593796159527327,0.8050221565731167,0,co-cora,True,208.40817260742188,111.976318359375,111.693603515625,-1,cora,0.5,208.4081573486328,10.77145767211914,1.4967615604400635,49.26060104370117,1000,0.0,0.01,0.01,False,37.7979850769043,0.0,1.0,509,1,2.6609151363372803,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,15,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.2684310018903613,True,0.7636632200886263,0.9615952732644019,0.7533234859675038,mean,0.0,mla,1.0,0.7813884785819794,0.9638109305760709,0.7902511078286559,1,co-cora,True,308.0451354980469,13.309504508972168,3.0299997329711914,-1,cora,0.5,307.6772766113281,14.236642837524414,1.6932587623596191,75.17778015136719,1000,0.0,0.01,0.01,False,37.46041774749756,0.0,2.0,1108,1,4.587933540344238,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,-0.3780718336483912,True,0.7843426883308715,0.9586410635155097,0.7784342688330872,mean,1.0,mla,1.0,0.7813884785819794,0.9638109305760709,0.7902511078286559,0,co-cora,True,236.38204956054688,93.09339904785156,72.29997253417969,-1,cora,0.5,238.3141632080078,12.455304145812988,1.5102081298828125,59.54616165161133,1000,0.0,0.01,0.01,False,37.43549704551697,0.0,2.0,573,1,2.733388662338257,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,-0.1890359168241956,True,0.7828655834564254,0.9579025110782866,0.775480059084195,mean,1.0,mla,0.0,0.7813884785819794,0.9638109305760709,0.7902511078286559,0,co-cora,True,374.3538818359375,204.26473999023438,195.77320861816406,-1,cora,0.5,376.28594970703125,16.810842514038086,1.9575576782226562,65.6055679321289,1000,0.0,0.01,0.01,False,37.66399049758911,0.0,2.0,800,1,3.0190913677215576,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.8903591682419703,True,0.7666174298375185,0.9564254062038405,0.757754800590842,mean,0.0,mla,0.0,0.7813884785819794,0.9638109305760709,0.7902511078286559,1,co-cora,True,562.8572998046875,206.07131958007812,205.39993286132812,-1,cora,0.5,562.8839111328125,21.32636260986328,2.4971423149108887,103.0860595703125,1000,0.0,0.01,0.01,False,37.67131161689758,0.0,2.0,1174,1,4.450902938842773,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,11,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,1.1029411764705823,True,0.7946824224519942,0.9615952732644019,0.7813884785819794,mean,1.0,mla,1.0,0.8035450516986706,0.9638109305760709,0.7813884785819794,0,co-cora,True,219.50982666015625,114.55484008789062,114.25340270996094,-1,cora,0.5,219.50985717773438,11.242874145507812,1.5110077857971191,52.65681838989258,1000,0.0,0.01,0.01,False,37.91479992866516,0.0,2.0,547,1,2.7519330978393555,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.7573529411764697,True,0.7813884785819794,0.9601181683899558,0.7503692762186116,mean,0.0,mla,1.0,0.8035450516986706,0.9638109305760709,0.7813884785819794,1,co-cora,True,317.488037109375,13.487933158874512,3.2699995040893555,-1,cora,0.5,317.24169921875,14.44565200805664,2.2380928993225098,65.53205108642578,1000,0.0,0.01,0.01,False,38.04479789733887,0.0,2.0,1139,1,4.634908199310303,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.735294117647055,True,0.7976366322008863,0.9579025110782866,0.774002954209749,mean,1.0,mla,0.0,0.8035450516986706,0.9638109305760709,0.7813884785819794,0,co-cora,True,524.6334228515625,373.9678649902344,373.8268127441406,-1,cora,0.5,524.63330078125,18.641042709350586,1.5110077857971191,63.557071685791016,1000,0.0,0.01,0.01,False,37.39974498748779,0.0,2.0,1072,1,3.411166191101074,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,2.7573529411764697,True,0.7813884785819794,0.9579025110782866,0.7533234859675038,mean,0.0,mla,0.0,0.8035450516986706,0.9638109305760709,0.7813884785819794,1,co-cora,True,587.679443359375,227.98873901367188,227.38343811035156,-1,cora,0.5,587.679443359375,21.956281661987305,2.458146572113037,90.7890853881836,1000,0.0,0.01,0.01,False,37.50171685218811,0.0,2.0,1219,1,4.5053791999816895,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,12,0.0,0.5,0.25,0.0,0.0
1,256,1,False,False,-1.5,-0.5,True,True,True,False,512,2,True,50,0,0,False,0.0,True,0.7769571639586411,0.9519940915805023,0.7932053175775481,mean,1.0,mla,1.0,0.7769571639586411,0.9549483013293945,0.7976366322008863,0,co-cora,True,220.38909912109375,117.39543151855469,117.1235580444336,-1,cora,0.5,220.38909912109375,11.347777366638184,2.014089584350586,51.09647750854492,1000,0.0,0.01,0.01,False,37.54430341720581,0.0,2.0,559,1,2.727370023727417,0.001,HGNN,HGNN,ln,all_one,7,7494,1498,50,1433,2708,1,150,0.0,replace,0.2,1,13,0.0,0.5,0.25,0.0,0.0
